FraudCaseID,TransactionID,CustomerID,FraudType,FraudStatus,RiskLevel,InvestigatorID,InvestigationDate,ResolutionDate,InvestigationDurationHours,FraudAmount,RecoveredAmount,FinancialLoss,CasePriority,InvestigationResult
FC000592,T00012071,C003408,Suspicious Transfer,Under Investigation,Critical,E00110,24-02-2025,,72,5315.88,4317.72,998.16,Medium,Account Secured
FC000593,T00012083,C001879,Money Laundering,Under Investigation,High,E00004,20-04-2026,,120,19349.8,16045.51,3304.29,High,Confirmed Fraud
FC000594,T00012097,C004930,Phishing,Closed,Medium,E00141,10-02-2026,11-02-2026,24,1087.81,677,410.81,High,Confirmed Fraud
FC000595,T00012178,C004256,Money Laundering,Closed,High,E00056,15-09-2025,24-09-2025,216,3192.71,1867.37,1325.34,High,Law Enforcement Referred
FC000596,T00012206,C003426,Phishing,Closed,Critical,E00027,28-12-2025,02-01-2026,120,183.63,145.13,38.5,High,False Positive
FC000597,T00012232,C000744,Account Takeover,Closed,Medium,E00087,29-09-2025,08-10-2025,216,872.65,746.67,125.98,High,Law Enforcement Referred
FC000598,T00012268,C003918,UPI Fraud,Open,High,E00123,15-01-2026,,192,1320.31,1053.9,266.41,Critical,Law Enforcement Referred
FC000599,T00012282,C004430,Account Takeover,Closed,Medium,E00018,06-01-2025,13-01-2025,168,1004.81,739.68,265.13,Critical,Law Enforcement Referred
FC000600,T00012337,C000011,Money Laundering,Closed,High,E00043,23-11-2025,02-12-2025,216,1002.44,692.75,309.69,Critical,Law Enforcement Referred
FC000601,T00012343,C002260,ATM Fraud,Under Investigation,Critical,E00045,01-06-2026,,120,834.09,336.3,497.79,High,Confirmed Fraud
FC000602,T00012353,C004425,Phishing,Closed,High,E00030,25-02-2025,25-02-2025,0,779.29,0,779.29,Medium,Law Enforcement Referred
FC000603,T00012384,C000638,Account Takeover,Closed,High,E00094,02-06-2025,11-06-2025,216,4562.63,2263.94,2298.69,High,Account Secured
FC000604,T00012392,C001181,UPI Fraud,Open,High,E00028,24-05-2025,,192,42.99,7.33,35.66,High,False Positive
FC000605,T00012413,C004816,Merchant Fraud,Closed,Medium,E00134,25-02-2026,25-02-2026,0,65.44,0,65.44,Critical,Law Enforcement Referred
FC000606,T00012428,C000384,Account Takeover,Closed,Medium,E00044,18-06-2025,26-06-2025,192,811.18,408.5,402.68,Low,Account Secured
FC000607,T00012445,C004598,Phishing,Escalated,Critical,E00087,02-08-2025,,NULL,197.58,0,197.58,Critical,False Positive
FC000608,T00012450,C004446,Phishing,Closed,High,E00105,05-03-2026,10-03-2026,120,3097.49,1864.17,1233.31,High,Confirmed Fraud
FC000609,T00012484,C004483,Card Theft,Under Investigation,Critical,E00065,01-03-2025,,192,1693.42,1455.67,237.76,High,Customer Reimbursed
FC000610,T00012490,C000160,Card Theft,Closed,High,E00034,04-02-2026,12-02-2026,192,83.83,24.64,59.19,Medium,Account Secured
FC000611,T00012505,C003128,Identity Theft,Closed,High,E00098,12-03-2025,16-03-2025,96,34.47,30.96,3.5,Critical,False Positive
FC000612,T00012512,C002409,Identity Theft,Closed,High,E00093,05-12-2025,11-12-2025,144,1608.72,553.23,1055.48,High,Law Enforcement Referred
FC000613,T00012547,C004912,UPI Fraud,Closed,Critical,E00097,06-07-2025,09-07-2025,72,470.45,380.81,89.64,Medium,False Positive
FC000614,T00012553,C002585,Card Theft,Closed,Medium,E00028,22-07-2025,22-07-2025,0,2417.03,0,2417.03,Medium,Customer Reimbursed
FC000615,T00012565,C000029,Phishing,Closed,Critical,E00104,09-08-2025,10-08-2025,24,1463.8,748.61,715.19,High,Account Secured
FC000616,T00012614,C004710,Card Theft,Closed,High,E00094,25-10-2025,04-11-2025,240,588.38,251,337.38,High,Account Secured
FC000617,T00012627,C002080,UPI Fraud,Closed,High,E00067,08-01-2026,15-01-2026,168,1297.29,723.99,573.3,High,Customer Reimbursed
FC000618,T00012633,C003092,Account Takeover,Closed,Medium,E00064,08-03-2025,10-03-2025,48,1002.09,308.93,693.17,High,Account Secured
FC000619,T00012665,C003168,Account Takeover,Closed,High,E00131,28-12-2025,29-12-2025,24,679.82,381.53,298.3,High,Customer Reimbursed
FC000620,T00012688,C003210,International Fraud,Closed,Critical,E00138,13-05-2025,15-05-2025,48,427.82,98.28,329.55,Low,Account Secured
FC000621,T00012690,C003449,Phishing,Closed,Medium,E00143,26-04-2026,29-04-2026,72,2757.6,1697.47,1060.13,High,Customer Reimbursed
FC000622,T00012697,C004808,Identity Theft,Closed,High,E00144,23-05-2025,23-05-2025,0,1494.41,0,1494.41,Low,Law Enforcement Referred
FC000623,T00012712,C000317,UPI Fraud,Open,Critical,E00006,30-06-2026,,72,855.36,509.14,346.22,Medium,Account Secured
FC000624,T00012722,C002552,Money Laundering,Closed,High,E00136,19-04-2026,25-04-2026,144,140.9,95.28,45.61,High,Account Secured
FC000625,T00012756,C004749,Merchant Fraud,Open,High,E00145,16-04-2026,,24,181.87,131.1,50.76,Critical,False Positive
FC000626,T00012758,C003589,Online Banking Fraud,Closed,Medium,E00150,17-02-2025,26-02-2025,216,80.48,33.05,47.43,High,Confirmed Fraud
FC000627,T00012782,C004594,Identity Theft,Escalated,Medium,E00078,17-06-2026,,168,6777.64,3890.28,2887.36,High,Customer Reimbursed
FC000628,T00012790,C000759,UPI Fraud,Closed,High,E00119,28-02-2025,06-03-2025,144,164.61,137.81,26.8,Low,Law Enforcement Referred
FC000629,T00012800,C004257,Card Theft,Open,Critical,E00085,16-07-2026,,72,2104.15,1525.33,578.81,Medium,Account Secured
FC000630,T00012809,C003266,Account Takeover,Closed,High,E00023,12-06-2026,13-06-2026,24,241,162.96,78.04,High,Law Enforcement Referred
FC000631,T00012817,C002031,Suspicious Transfer,Escalated,High,E00049,14-03-2025,,168,264.11,39.58,224.53,High,Account Secured
FC000632,T00012841,C000911,Suspicious Transfer,Closed,High,E00149,13-04-2026,14-04-2026,24,397.78,94.25,303.53,High,Customer Reimbursed
FC000633,T00012852,C001401,Card Theft,Closed,Medium,E00073,01-04-2026,05-04-2026,96,1715.06,1053.35,661.71,High,False Positive
FC000634,T00012889,C000390,UPI Fraud,Closed,High,E00093,08-07-2026,09-07-2026,24,390.23,282.58,107.65,Critical,Customer Reimbursed
FC000635,T00012896,C004740,Merchant Fraud,Closed,High,E00120,04-01-2026,07-01-2026,72,117.29,68.47,48.82,High,Account Secured
FC000636,T00012914,C001793,Money Laundering,Closed,Medium,E00104,04-06-2025,09-06-2025,120,71.02,11.8,59.23,Critical,Confirmed Fraud
FC000637,T00012940,C001680,Money Laundering,Closed,High,E00123,03-10-2025,03-10-2025,0,4573.11,0,4573.11,Critical,Confirmed Fraud
FC000638,T00012953,C003644,Card Theft,Closed,High,E00096,04-05-2025,10-05-2025,144,411.14,221.13,190.01,Medium,Account Secured
FC000639,T00012993,C002560,UPI Fraud,Closed,High,E00007,12-11-2025,17-11-2025,120,355.46,315.82,39.64,High,False Positive
FC000640,T00012995,C002739,Merchant Fraud,Closed,High,E00094,21-04-2026,30-04-2026,216,120.02,56.69,63.32,Critical,Account Secured
FC000641,T00013005,C001485,International Fraud,Closed,High,E00110,20-05-2025,29-05-2025,216,714.95,500.92,214.03,Medium,False Positive
FC000642,T00013029,C000021,UPI Fraud,Under Investigation,High,E00112,03-05-2025,,240,397.28,249.67,147.61,High,False Positive
FC000643,T00013031,C004103,UPI Fraud,Closed,High,E00132,11-04-2026,13-04-2026,48,127.55,52.9,74.65,Critical,Customer Reimbursed
FC000644,T00013038,C004609,Suspicious Transfer,Open,Medium,E00087,27-09-2025,,240,1200.2,866.13,334.07,Medium,Account Secured
FC000645,T00013055,C004958,Phishing,Closed,Critical,E00135,16-04-2026,24-04-2026,192,1781.12,900.29,880.83,High,Confirmed Fraud
FC000646,T00013125,C002784,Account Takeover,Closed,Critical,E00031,01-06-2025,08-06-2025,168,2306.21,1181.23,1124.98,High,False Positive
FC000647,T00013153,C001041,Phishing,Open,High,E00022,16-03-2026,,0,685.91,75.84,610.07,Critical,Confirmed Fraud
FC000648,T00013166,C003592,Card Theft,Closed,Medium,E00062,23-07-2025,23-07-2025,0,340.38,0,340.38,Medium,Confirmed Fraud
FC000649,T00013170,C001941,Account Takeover,Closed,High,E00145,20-06-2025,22-06-2025,48,1136.1,685.04,451.06,Critical,Customer Reimbursed
FC000650,T00013188,C000527,Money Laundering,Closed,High,E00135,22-09-2025,22-09-2025,0,846.84,0,846.84,Critical,Law Enforcement Referred
FC000651,T00013192,C003086,Suspicious Transfer,Open,High,E00052,02-02-2025,,NULL,1908.78,0,1908.78,Medium,Confirmed Fraud
FC000652,T00013198,C001057,Money Laundering,Closed,High,E00124,10-09-2025,18-09-2025,192,215.3,65.76,149.54,Critical,Account Secured
FC000653,T00013200,C001688,Suspicious Transfer,Closed,High,E00002,06-08-2025,06-08-2025,0,508.01,0,508.01,High,Confirmed Fraud
FC000654,T00013213,C004888,Merchant Fraud,Under Investigation,High,E00045,10-01-2026,,NULL,1265.47,0,1265.47,Medium,False Positive
FC000655,T00013227,C002459,Phishing,Under Investigation,High,E00086,02-11-2025,,120,379.5,299.98,79.52,Low,False Positive
FC000656,T00013267,C003310,Account Takeover,Closed,Critical,E00134,26-02-2026,07-03-2026,216,331.34,185.51,145.83,High,Customer Reimbursed
FC000657,T00013275,C002634,Card Theft,Closed,High,E00059,07-01-2026,14-01-2026,168,799.94,94.47,705.47,Critical,False Positive
FC000658,T00013289,C003531,Phishing,Open,High,E00139,15-05-2026,,48,531.71,77.69,454.02,High,Customer Reimbursed
FC000659,T00013339,C001746,Merchant Fraud,Under Investigation,Medium,E00126,25-09-2025,,24,1223.42,205.19,1018.23,High,Customer Reimbursed
FC000660,T00013374,C001857,International Fraud,Closed,High,E00121,27-05-2026,03-06-2026,168,913.02,138.48,774.53,High,Law Enforcement Referred
FC000661,T00013390,C003754,Money Laundering,Escalated,High,E00050,24-09-2025,,216,348.66,197.57,151.09,Low,Confirmed Fraud
FC000662,T00013408,C003365,Online Banking Fraud,Open,Critical,E00030,16-03-2025,,168,684.51,402.29,282.22,High,False Positive
FC000663,T00013435,C000142,Phishing,Closed,High,E00056,21-11-2025,27-11-2025,144,118.5,99.02,19.48,Medium,Account Secured
FC000664,T00013446,C000252,Suspicious Transfer,Closed,Critical,E00001,05-02-2025,12-02-2025,168,885.22,623.47,261.76,High,Customer Reimbursed
FC000665,T00013454,C001993,Merchant Fraud,Closed,Critical,E00148,11-03-2026,12-03-2026,24,1194.96,568.08,626.88,High,Account Secured
FC000666,T00013463,C000671,Online Banking Fraud,Under Investigation,Medium,E00133,03-11-2025,,216,1382.78,515.12,867.66,Medium,Customer Reimbursed
FC000667,T00013472,C003867,Phishing,Closed,High,E00001,14-02-2025,14-02-2025,0,177.05,0,177.05,Medium,Law Enforcement Referred
FC000668,T00013476,C000770,International Fraud,Closed,Critical,E00135,15-03-2026,15-03-2026,0,650.51,0,650.51,Low,Account Secured
FC000669,T00013509,C002248,Online Banking Fraud,Under Investigation,Critical,E00033,23-06-2026,,72,837.51,575.3,262.2,Medium,Law Enforcement Referred
FC000670,T00013523,C001833,Online Banking Fraud,Closed,Medium,E00004,07-06-2025,13-06-2025,144,1179.12,955.5,223.62,Critical,Confirmed Fraud
FC000671,T00013531,C002270,Card Theft,Open,Critical,E00140,11-06-2025,,168,2599.72,2182.44,417.29,Critical,Account Secured
FC000672,T00013553,C001714,Suspicious Transfer,Closed,Medium,E00051,02-02-2025,02-02-2025,0,1113.74,0,1113.74,High,Customer Reimbursed
FC000673,T00013558,C002897,Card Theft,Closed,Critical,E00140,16-07-2026,16-07-2026,0,970.06,0,970.06,High,False Positive
FC000674,T00013571,C002151,Online Banking Fraud,Closed,High,E00070,30-06-2025,06-07-2025,144,1371.46,222.08,1149.38,High,Confirmed Fraud
FC000675,T00013573,C000105,Account Takeover,Under Investigation,High,E00067,11-02-2026,,144,430.34,278.45,151.89,Low,Law Enforcement Referred
FC000676,T00013592,C000621,Identity Theft,Closed,High,E00022,01-03-2026,01-03-2026,0,449.95,287.37,162.58,Critical,Confirmed Fraud
FC000677,T00013614,C002688,ATM Fraud,Under Investigation,High,E00004,10-02-2026,,48,349.09,167.84,181.26,Low,Customer Reimbursed
FC000678,T00013615,C001601,Online Banking Fraud,Closed,Critical,E00080,10-05-2026,15-05-2026,120,5259.23,3477.95,1781.28,High,Account Secured
FC000679,T00013619,C000439,UPI Fraud,Under Investigation,Critical,E00033,21-10-2025,,168,7057.68,5143.78,1913.9,High,False Positive
FC000680,T00013630,C004065,Card Theft,Closed,Critical,E00008,12-04-2026,21-04-2026,216,808.16,285.06,523.11,Critical,False Positive
FC000681,T00013650,C003145,Card Theft,Escalated,High,E00138,22-03-2026,,72,172.39,109.57,62.82,Low,Account Secured
FC000682,T00013652,C000160,Online Banking Fraud,Open,High,E00039,20-06-2026,,NULL,4576.4,0,4576.4,Medium,Law Enforcement Referred
FC000683,T00013687,C004816,Phishing,Closed,Critical,E00147,16-11-2025,26-11-2025,240,1299.8,1095.57,204.23,High,Law Enforcement Referred
FC000684,T00013693,C000356,Phishing,Closed,High,E00123,24-09-2025,29-09-2025,120,238.12,131.81,106.31,Low,Law Enforcement Referred
FC000685,T00013720,C003508,Card Theft,Closed,High,E00078,29-04-2026,09-05-2026,240,2448.83,2005.78,443.05,High,Law Enforcement Referred
FC000686,T00013726,C003751,UPI Fraud,Under Investigation,Medium,E00095,08-03-2025,,120,11344.87,7425.79,3919.09,Medium,Customer Reimbursed
FC000687,T00013730,C002380,Account Takeover,Closed,Medium,E00070,12-03-2025,20-03-2025,192,109.17,83.22,25.95,Critical,Account Secured
FC000688,T00013731,C001471,Identity Theft,Closed,High,E00085,16-07-2025,20-07-2025,96,99.11,20.09,79.03,Medium,Customer Reimbursed
FC000689,T00013753,C002602,Account Takeover,Closed,High,E00061,06-01-2025,12-01-2025,144,414.64,314.41,100.24,Medium,Account Secured
FC000690,T00013756,C002575,International Fraud,Open,Critical,E00106,28-03-2025,,192,39.48,9.64,29.84,Medium,Confirmed Fraud
FC000691,T00013777,C002812,Card Theft,Open,Critical,E00021,11-03-2026,,120,889.28,649.77,239.52,Medium,Account Secured
FC000692,T00013793,C004838,International Fraud,Escalated,High,E00023,29-04-2025,,72,275.45,83.93,191.52,Medium,False Positive
FC000693,T00013796,C002375,Online Banking Fraud,Closed,Medium,E00061,27-10-2025,02-11-2025,144,927.49,743.43,184.06,Critical,Confirmed Fraud
FC000694,T00013839,C001035,Account Takeover,Closed,High,E00044,22-05-2025,26-05-2025,96,99.02,66.68,32.34,High,Law Enforcement Referred
FC000695,T00013864,C004751,Card Theft,Open,Critical,E00031,18-06-2026,,144,30.73,6.8,23.92,Medium,Account Secured
FC000696,T00013865,C002443,UPI Fraud,Closed,Critical,E00004,13-04-2026,18-04-2026,120,388.16,285.18,102.97,High,Law Enforcement Referred
FC000697,T00013898,C004073,Account Takeover,Under Investigation,High,E00015,16-07-2025,,0,25225.84,20250.67,4975.17,High,False Positive
FC000698,T00013903,C000251,Phishing,Open,Medium,E00097,27-03-2026,,144,86.04,15.44,70.6,Critical,Account Secured
FC000699,T00013907,C001455,Account Takeover,Closed,High,E00046,23-09-2025,24-09-2025,24,51.36,12.21,39.15,High,False Positive
FC000700,T00013909,C000107,UPI Fraud,Closed,High,E00092,06-03-2025,08-03-2025,48,160.07,52.85,107.22,High,Account Secured
FC000701,T00013926,C001384,International Fraud,Closed,High,E00040,12-05-2026,14-05-2026,48,1432.19,811.16,621.03,Critical,False Positive
FC000702,T00013932,C001715,UPI Fraud,Closed,Medium,E00040,08-12-2025,10-12-2025,48,699.49,343.05,356.44,Medium,Law Enforcement Referred
FC000703,T00013945,C002747,International Fraud,Closed,High,E00017,20-01-2026,22-01-2026,48,1121.82,251.52,870.3,High,Customer Reimbursed
FC000704,T00013961,C002838,International Fraud,Closed,Critical,E00116,18-09-2025,19-09-2025,24,692.47,531.44,161.03,Medium,Account Secured
FC000705,T00013966,C000247,International Fraud,Escalated,High,E00008,07-06-2025,,NULL,4932.18,0,4932.18,Medium,Law Enforcement Referred
FC000706,T00013975,C004526,Identity Theft,Open,Medium,E00089,03-07-2026,,216,1320.61,894.08,426.52,Medium,Confirmed Fraud
FC000707,T00013987,C000737,UPI Fraud,Open,High,E00080,29-12-2025,,NULL,4167.29,0,4167.29,High,False Positive
FC000708,T00014017,C001337,UPI Fraud,Closed,High,E00144,22-04-2026,25-04-2026,72,2385.04,1788.34,596.7,Medium,Law Enforcement Referred
FC000709,T00014028,C003070,Identity Theft,Closed,High,E00038,03-08-2025,11-08-2025,192,895.63,495.22,400.41,Critical,False Positive
FC000710,T00014038,C002938,Phishing,Open,High,E00003,21-02-2026,,168,811.16,137.93,673.23,Critical,Law Enforcement Referred
FC000711,T00014040,C003541,Account Takeover,Open,High,E00068,05-06-2026,,72,733.46,653.19,80.27,Medium,False Positive
FC000712,T00014092,C004098,ATM Fraud,Under Investigation,Critical,E00042,21-05-2026,,192,2663.34,1833.25,830.09,Critical,Confirmed Fraud
FC000713,T00014095,C003575,UPI Fraud,Closed,High,E00074,24-06-2026,03-07-2026,216,2819.67,458.71,2360.96,Critical,False Positive
FC000714,T00014109,C004965,UPI Fraud,Closed,High,E00037,29-01-2026,29-01-2026,0,3104.74,0,3104.74,Critical,Law Enforcement Referred
FC000715,T00014125,C003403,Account Takeover,Closed,High,E00057,05-06-2026,06-06-2026,24,155.53,95.89,59.64,High,Law Enforcement Referred
FC000716,T00014131,C003355,Merchant Fraud,Under Investigation,Medium,E00098,13-07-2026,,240,1515.73,1122.38,393.36,Critical,Confirmed Fraud
FC000717,T00014136,C001674,Phishing,Closed,Medium,E00083,16-12-2025,20-12-2025,96,914,537.3,376.69,Medium,Customer Reimbursed
FC000718,T00014161,C002101,International Fraud,Closed,High,E00076,20-01-2025,27-01-2025,168,641,466.54,174.46,Critical,Account Secured
FC000719,T00014166,C004532,ATM Fraud,Closed,Critical,E00129,27-11-2025,07-12-2025,240,3248.41,1592.89,1655.51,Medium,Account Secured
FC000720,T00014176,C001656,Online Banking Fraud,Closed,High,E00004,22-02-2026,03-03-2026,216,405.89,250.73,155.15,Critical,Confirmed Fraud
FC000721,T00014215,C001690,Phishing,Closed,High,E00033,08-01-2025,14-01-2025,144,374.14,232.45,141.69,High,False Positive
FC000722,T00014216,C002866,Phishing,Closed,High,E00140,02-01-2026,10-01-2026,192,938.13,707.54,230.59,High,Account Secured
FC000723,T00014233,C001189,Account Takeover,Open,High,E00144,14-11-2025,,NULL,688.15,0,688.15,High,Account Secured
FC000724,T00014260,C004249,ATM Fraud,Closed,High,E00059,16-05-2026,25-05-2026,216,333.55,193.14,140.41,Medium,Law Enforcement Referred
FC000725,T00014326,C004955,Merchant Fraud,Closed,Medium,E00007,15-08-2025,20-08-2025,120,335.24,252.54,82.7,Low,False Positive
FC000726,T00014338,C000669,Phishing,Closed,Critical,E00127,27-09-2025,30-09-2025,72,663.99,218.12,445.88,Medium,False Positive
FC000727,T00014345,C000142,Card Theft,Closed,High,E00007,08-04-2026,08-04-2026,0,635.31,0,635.31,Critical,Account Secured
FC000728,T00014365,C000957,Online Banking Fraud,Under Investigation,High,E00034,18-05-2026,,168,379.69,220.59,159.1,High,False Positive
FC000729,T00014382,C001421,UPI Fraud,Escalated,Critical,E00043,04-10-2025,,216,28.49,17.32,11.16,Critical,Account Secured
FC000730,T00014410,C001804,Phishing,Closed,High,E00116,07-08-2025,16-08-2025,216,64.1,7,57.1,High,Customer Reimbursed
FC000731,T00014452,C003496,Account Takeover,Under Investigation,High,E00033,02-01-2026,,96,302.13,185.1,117.03,High,Law Enforcement Referred
FC000732,T00014456,C001331,International Fraud,Open,Medium,E00055,24-07-2025,,120,561.87,391.15,170.71,High,False Positive
FC000733,T00014462,C000628,Phishing,Closed,Critical,E00015,04-11-2025,04-11-2025,0,343.86,0,343.86,High,Customer Reimbursed
FC000734,T00014493,C000198,Card Theft,Closed,High,E00058,18-03-2025,23-03-2025,120,666.21,100.28,565.93,Critical,Customer Reimbursed
FC000735,T00014543,C001630,ATM Fraud,Closed,High,E00022,07-11-2025,11-11-2025,96,169.72,129.91,39.81,High,False Positive
FC000736,T00014563,C001369,UPI Fraud,Closed,High,E00002,01-04-2026,01-04-2026,0,283.36,0,283.36,High,Confirmed Fraud
FC000737,T00014573,C003970,Merchant Fraud,Closed,High,E00027,29-06-2026,05-07-2026,144,410.19,42.08,368.12,Critical,Confirmed Fraud
FC000738,T00014577,C004664,Money Laundering,Escalated,High,E00099,27-06-2026,,24,639.99,481.41,158.58,High,Customer Reimbursed
FC000739,T00014602,C004595,Online Banking Fraud,Under Investigation,Medium,E00053,29-04-2026,,144,891.33,404.44,486.9,High,False Positive
FC000740,T00014656,C002071,Identity Theft,Closed,High,E00012,08-07-2025,14-07-2025,144,127.39,89.5,37.89,Medium,Confirmed Fraud
FC000741,T00014691,C003478,Phishing,Closed,High,E00130,06-04-2026,06-04-2026,0,2668.94,0,2668.94,Critical,Account Secured
FC000742,T00014697,C000119,Card Theft,Closed,High,E00015,01-03-2025,06-03-2025,120,1294.08,594.87,699.21,Low,Customer Reimbursed
FC000743,T00014701,C000039,ATM Fraud,Under Investigation,High,E00068,01-08-2025,,48,285.31,195.6,89.71,High,False Positive
FC000744,T00014812,C003660,Card Theft,Closed,Medium,E00150,09-03-2026,12-03-2026,72,1602.3,1336.05,266.26,High,Confirmed Fraud
FC000745,T00014816,C004368,Phishing,Closed,High,E00144,08-07-2025,16-07-2025,192,222.41,64.1,158.3,Critical,Law Enforcement Referred
FC000746,T00014819,C002079,Merchant Fraud,Closed,Medium,E00063,05-06-2026,05-06-2026,0,1459.57,226.13,1233.44,High,Confirmed Fraud
FC000747,T00014832,C001539,Phishing,Under Investigation,Medium,E00065,30-09-2025,,216,635.5,191.31,444.19,Medium,Customer Reimbursed
FC000748,T00014864,C000438,Card Theft,Open,Medium,E00145,24-01-2025,,24,232.72,74.7,158.01,High,Law Enforcement Referred
FC000749,T00014867,C004738,Merchant Fraud,Closed,Critical,E00021,09-01-2026,16-01-2026,168,4806.64,1197.68,3608.95,Critical,Customer Reimbursed
FC000750,T00014884,C002946,ATM Fraud,Closed,Critical,E00062,09-02-2025,11-02-2025,48,2674.48,1657.22,1017.25,Medium,Customer Reimbursed
FC000751,T00014892,C001735,Account Takeover,Under Investigation,High,E00059,22-08-2025,,144,777.29,516.52,260.77,Low,False Positive
FC000752,T00014963,C003379,ATM Fraud,Under Investigation,Critical,E00144,24-06-2026,,72,1307.05,938.09,368.97,Medium,False Positive
FC000753,T00014978,C003227,Phishing,Closed,High,E00033,15-04-2026,20-04-2026,120,3532.71,740.13,2792.58,High,Confirmed Fraud
FC000754,T00014998,C000653,Account Takeover,Escalated,High,E00136,22-10-2025,,240,1518.72,1322.37,196.35,High,False Positive
FC000755,T00015022,C001459,Account Takeover,Closed,Medium,E00042,09-07-2026,12-07-2026,72,7005.1,5999.05,1006.05,Medium,Customer Reimbursed
FC000756,T00015057,C000025,Card Theft,Closed,High,E00042,07-05-2025,11-05-2025,96,8081.2,3693.23,4387.97,Low,Account Secured
FC000757,T00015104,C004857,Phishing,Closed,High,E00110,03-03-2025,05-03-2025,48,106.64,21.02,85.62,High,Account Secured
FC000758,T00015142,C002311,Account Takeover,Closed,High,E00049,04-01-2025,10-01-2025,144,856.68,290.22,566.45,Critical,Confirmed Fraud
FC000759,T00015156,C002254,Online Banking Fraud,Closed,Medium,E00080,24-07-2025,30-07-2025,144,2633.92,1873.59,760.32,Low,Law Enforcement Referred
FC000760,T00015160,C001481,Suspicious Transfer,Escalated,Critical,E00090,23-06-2026,,96,3052.97,1246.75,1806.21,High,False Positive
FC000761,T00015169,C003070,Online Banking Fraud,Closed,Medium,E00117,19-02-2025,22-02-2025,72,3706.88,1849.74,1857.13,High,False Positive
FC000762,T00015173,C002203,Online Banking Fraud,Under Investigation,Critical,E00146,28-03-2025,,120,1620.41,1326.44,293.96,Critical,Account Secured
FC000763,T00015239,C002016,Suspicious Transfer,Closed,High,E00082,13-01-2026,20-01-2026,168,851.04,143.65,707.39,Critical,Confirmed Fraud
FC000764,T00015323,C003930,Phishing,Closed,High,E00118,15-01-2026,22-01-2026,168,778.09,155.97,622.13,High,Confirmed Fraud
FC000765,T00015344,C004392,Phishing,Open,High,E00033,23-05-2025,,168,8235.38,4187.55,4047.83,High,Customer Reimbursed
FC000766,T00015348,C003460,Account Takeover,Closed,High,E00023,27-03-2026,02-04-2026,144,2683.56,931.76,1751.8,High,Confirmed Fraud
FC000767,T00015367,C003445,UPI Fraud,Closed,High,E00044,11-04-2026,12-04-2026,24,2557.54,2024.24,533.3,Critical,Confirmed Fraud
FC000768,T00015373,C000529,UPI Fraud,Open,Critical,E00089,18-01-2026,,144,413.21,101.61,311.6,Low,False Positive
FC000769,T00015398,C004849,International Fraud,Closed,Medium,E00048,30-04-2025,30-04-2025,0,2510.56,0,2510.56,Medium,False Positive
FC000770,T00015406,C003896,Phishing,Closed,High,E00081,09-06-2026,16-06-2026,168,6012.34,1655.92,4356.42,High,False Positive
FC000771,T00015416,C000638,Online Banking Fraud,Closed,High,E00118,12-03-2025,12-03-2025,0,930.68,0,930.68,High,Customer Reimbursed
FC000772,T00015423,C004015,Suspicious Transfer,Closed,Critical,E00062,22-03-2026,22-03-2026,0,1661.94,0,1661.94,Medium,False Positive
FC000773,T00015439,C002953,ATM Fraud,Closed,High,E00041,13-05-2026,16-05-2026,72,1436.07,985.34,450.73,Critical,Confirmed Fraud
FC000774,T00015453,C000307,International Fraud,Under Investigation,Medium,E00088,19-12-2025,,48,1883.39,870.04,1013.34,High,Confirmed Fraud
FC000775,T00015502,C000859,Money Laundering,Closed,High,E00023,27-05-2025,27-05-2025,0,989.48,0,989.48,High,Law Enforcement Referred
FC000776,T00015525,C002361,Online Banking Fraud,Open,High,E00133,25-12-2025,,48,828.5,145.85,682.65,Low,Confirmed Fraud
FC000777,T00015572,C000200,Merchant Fraud,Closed,High,E00026,10-10-2025,19-10-2025,216,183.81,95.72,88.09,High,Law Enforcement Referred
FC000778,T00015580,C003939,Money Laundering,Closed,Medium,E00057,15-03-2026,18-03-2026,72,889.08,312.47,576.61,Low,Customer Reimbursed
FC000779,T00015641,C000903,Merchant Fraud,Open,High,E00098,05-05-2025,,24,367.62,258.45,109.17,High,Account Secured
FC000780,T00015657,C002219,Phishing,Closed,Critical,E00060,28-06-2025,29-06-2025,24,1601.42,327.75,1273.67,High,False Positive
FC000781,T00015662,C002787,Suspicious Transfer,Closed,High,E00014,09-04-2026,09-04-2026,0,1889.98,0,1889.98,High,Account Secured
FC000782,T00015677,C004420,Phishing,Closed,High,E00124,17-07-2025,22-07-2025,120,1302.95,570.31,732.64,Critical,Customer Reimbursed
FC000783,T00015685,C001489,Online Banking Fraud,Closed,High,E00087,18-04-2026,19-04-2026,24,1341.08,147.68,1193.4,Low,Customer Reimbursed
FC000784,T00015689,C000222,Money Laundering,Closed,High,E00128,24-07-2026,27-07-2026,72,1400.42,192.15,1208.27,Critical,Customer Reimbursed
FC000785,T00015696,C000518,Identity Theft,Closed,High,E00013,17-03-2026,19-03-2026,48,2179.47,668.53,1510.94,Medium,Confirmed Fraud
FC000786,T00015736,C003165,Phishing,Closed,High,E00102,10-08-2025,10-08-2025,0,3806.18,2554.69,1251.49,Medium,Confirmed Fraud
FC000787,T00015737,C002892,Money Laundering,Closed,High,E00110,24-09-2025,24-09-2025,0,245.32,0,245.32,High,Confirmed Fraud
FC000788,T00015749,C001685,International Fraud,Escalated,Critical,E00003,11-12-2025,,72,943.48,378.91,564.57,Critical,Confirmed Fraud
