DeviceID,DeviceType,OperatingSystem,Browser,IPAddress,FirstSeenDate,LastSeenDate,TrustedDeviceFlag,RiskScore
D003206,Laptop,Linux,Edge,IP-187.89.55.132,2022-03-01,2025-10-28,False,57
D003207,Laptop,macOS,Chrome,IP-404.213.9.131,2023-08-28,2026-07-13,True,51
D003208,Mobile,macOS,Edge,IP-122.168.181.227,2022-06-01,2025-02-19,False,60
D003209,Desktop,iOS,Safari,IP-414.54.163.231,2024-03-14,2025-09-22,True,84
D003210,Mobile,macOS,Edge,IP-041.162.43.126,2025-12-09,2025-11-17,True,49
D003211,Mobile,iOS,Firefox,IP-761.241.80.34,2022-05-13,2025-09-14,False,85
D003212,Desktop,Windows,Firefox,IP-029.15.244.79,2025-07-14,2026-02-16,True,85
D003213,Mobile,Windows,Safari,IP-832.254.106.168,2024-04-16,2025-01-03,False,28
D003214,Desktop,iOS,Chrome,IP-777.35.69.206,2024-10-07,2025-03-08,True,33
D003215,Tablet,Linux,Safari,IP-352.250.88.101,2022-01-01,2025-08-23,True,29
D003216,Desktop,macOS,Chrome,IP-804.123.59.231,2022-07-13,2025-08-03,False,60
D003217,Desktop,macOS,Firefox,IP-332.6.220.170,2024-06-06,2025-02-06,True,14
D003218,Desktop,macOS,Edge,IP-718.48.104.175,2023-12-09,2025-03-11,True,57
D003219,Mobile,Windows,Edge,IP-402.60.215.217,2024-07-14,2025-09-04,True,19
D003220,Mobile,Linux,Firefox,IP-271.95.135.9,2023-09-04,2026-06-02,True,90
D003221,Laptop,Windows,Firefox,IP-291.126.185.129,2022-06-15,2025-02-15,True,76
D003222,Mobile,Android,Firefox,IP-474.163.132.119,2022-09-30,2026-06-15,True,57
D003223,Laptop,Android,Chrome,IP-316.168.136.149,2021-12-31,2025-03-28,True,53
D003224,Desktop,Windows,Firefox,IP-420.76.55.106,2024-04-06,2025-09-11,True,77
D003225,Desktop,Android,Edge,IP-668.92.3.158,2021-08-20,2025-01-30,True,28
D003226,Tablet,macOS,Chrome,IP-195.172.194.113,2024-09-16,2026-06-24,False,48
D003227,Tablet,macOS,Safari,IP-693.99.229.64,2021-06-22,2026-04-10,True,16
D003228,Laptop,Android,Chrome,IP-865.67.150.177,2024-05-26,2025-06-25,True,93
D003229,Tablet,Linux,Safari,IP-774.83.170.234,2022-07-24,2026-03-11,True,75
D003230,Desktop,Linux,Safari,IP-868.28.21.204,2025-11-24,2025-11-12,True,42
D003231,Mobile,Android,Firefox,IP-211.87.100.27,2025-07-26,2026-03-23,False,40
D003232,Laptop,macOS,Chrome,IP-606.243.62.91,2022-02-11,2025-04-22,True,46
D003233,Tablet,Android,Firefox,IP-707.155.143.178,2022-11-03,2025-08-29,True,23
D003234,Desktop,Linux,Chrome,IP-588.138.117.248,2024-10-11,2025-08-19,True,95
D003235,Desktop,Linux,Firefox,IP-128.116.127.171,2025-07-19,2026-04-18,False,85
D003236,Laptop,iOS,Edge,IP-339.62.6.28,2025-03-20,2026-03-31,True,49
D003237,Tablet,iOS,Firefox,IP-916.247.100.186,2022-03-14,2025-07-22,True,22
D003238,Tablet,Android,Edge,IP-081.229.79.9,2024-10-23,2025-07-30,True,86
D003239,Tablet,iOS,Safari,IP-459.221.64.134,2022-06-20,2025-02-23,False,1
D003240,Desktop,iOS,Firefox,IP-131.3.122.182,2023-01-18,2025-01-19,False,4
D003241,Tablet,Linux,Firefox,IP-079.87.227.174,2024-02-02,2025-05-13,False,54
D003242,Mobile,Windows,Safari,IP-712.199.166.8,2024-02-27,2025-01-28,False,79
D003243,Desktop,iOS,Edge,IP-365.206.154.119,2023-08-07,2025-09-01,True,50
D003244,Laptop,macOS,Firefox,IP-213.116.18.104,2025-01-02,2025-02-10,False,19
D003245,Laptop,Linux,Edge,IP-822.12.24.30,2021-07-25,2026-03-20,True,25
D003246,Desktop,macOS,Chrome,IP-664.130.19.207,2021-01-09,2025-06-08,True,91
D003247,Desktop,macOS,Chrome,IP-225.30.223.249,2025-08-08,2026-02-02,False,58
D003248,Tablet,iOS,Firefox,IP-844.156.58.138,2024-10-17,2025-05-20,True,77
D003249,Desktop,iOS,Firefox,IP-077.111.70.166,2024-02-05,2025-02-04,True,14
D003250,Desktop,iOS,Chrome,IP-703.152.193.186,2022-08-30,2025-02-06,True,82
D003251,Desktop,iOS,Chrome,IP-589.93.26.125,2025-02-28,2026-05-16,False,46
D003252,Mobile,Linux,Safari,IP-293.161.245.144,2022-02-11,2026-06-21,False,56
D003253,Laptop,Windows,Chrome,IP-561.168.4.32,2025-06-13,2025-11-05,False,27
D003254,Mobile,iOS,Firefox,IP-089.151.169.84,2024-10-30,2025-06-09,True,45
D003255,Mobile,Android,Chrome,IP-015.177.142.232,2025-07-25,2025-04-13,False,8
D003256,Desktop,Linux,Edge,IP-314.195.1.236,2025-12-07,2025-08-29,False,19
D003257,Mobile,Linux,Chrome,IP-086.204.229.177,2025-12-27,2025-10-02,True,56
D003258,Laptop,Windows,Firefox,IP-998.99.166.137,2025-04-19,2025-10-07,True,71
D003259,Laptop,macOS,Safari,IP-090.242.189.138,2022-07-24,2025-11-19,False,34
D003260,Mobile,Android,Firefox,IP-271.91.25.70,2021-07-27,2026-01-11,True,86
D003261,Laptop,Linux,Edge,IP-954.26.65.133,2025-04-26,2026-03-20,True,45
D003262,Tablet,macOS,Edge,IP-309.151.37.155,2023-01-22,2026-03-02,True,20
D003263,Desktop,Android,Safari,IP-067.17.44.34,2021-08-04,2026-02-02,True,69
D003264,Desktop,Android,Firefox,IP-938.102.89.235,2025-08-10,2026-01-03,True,23
D003265,Tablet,macOS,Safari,IP-443.207.35.250,2021-01-25,2025-05-10,True,51
D003266,Desktop,Linux,Safari,IP-227.78.43.174,2021-09-24,2026-05-22,True,66
D003267,Desktop,iOS,Firefox,IP-079.134.204.196,2023-01-02,2025-09-03,True,49
D003268,Laptop,iOS,Chrome,IP-084.186.3.158,2024-02-25,2025-05-06,False,17
D003269,Mobile,iOS,Edge,IP-203.118.173.133,2024-07-31,2025-04-27,True,22
D003270,Desktop,Linux,Safari,IP-538.138.30.59,2022-12-19,2025-01-06,True,84
D003271,Tablet,iOS,Safari,IP-378.250.229.52,2024-08-08,2025-12-12,False,52
D003272,Laptop,Android,Firefox,IP-571.67.124.98,2024-02-04,2026-04-12,False,6
D003273,Desktop,iOS,Firefox,IP-454.189.17.1,2022-01-16,2025-03-07,False,68
D003274,Mobile,Android,Edge,IP-954.57.209.217,2023-09-23,2025-05-31,True,86
D003275,Laptop,macOS,Edge,IP-923.213.231.67,2025-07-19,2025-04-27,False,85
D003276,Desktop,Windows,Chrome,IP-699.22.101.224,2022-10-18,2026-06-25,False,5
D003277,Desktop,macOS,Firefox,IP-682.196.25.232,2024-10-22,2025-12-13,False,86
D003278,Mobile,Android,Chrome,IP-271.207.243.9,2021-11-27,2025-12-22,True,67
D003279,Desktop,Android,Safari,IP-718.164.80.132,2025-06-14,2026-01-09,False,93
D003280,Mobile,iOS,Firefox,IP-973.75.85.222,2023-08-28,2026-03-11,True,86
D003281,Mobile,Android,Safari,IP-280.142.127.92,2024-04-16,2026-01-05,True,63
D003282,Mobile,macOS,Edge,IP-371.138.254.113,2022-01-19,2025-03-12,True,82
D003283,Laptop,Windows,Chrome,IP-735.103.186.42,2023-07-21,2025-02-22,False,22
D003284,Mobile,macOS,Chrome,IP-934.134.147.201,2022-07-23,2025-01-12,True,86
D003285,Laptop,Windows,Chrome,IP-655.135.245.5,2023-10-11,2026-04-12,True,54
D003286,Desktop,Windows,Safari,IP-392.223.106.174,2021-04-18,2025-08-21,True,42
D003287,Desktop,macOS,Chrome,IP-493.229.38.145,2022-05-22,2025-03-01,True,11
D003288,Desktop,Linux,Chrome,IP-903.47.193.243,2025-02-05,2026-04-08,True,99
D003289,Laptop,iOS,Safari,IP-251.120.99.28,2022-06-10,2026-04-25,True,25
D003290,Desktop,iOS,Edge,IP-282.158.94.156,2024-01-25,2025-05-30,True,10
D003291,Laptop,Linux,Safari,IP-234.254.181.77,2025-01-26,2025-03-21,True,73
D003292,Mobile,iOS,Safari,IP-932.116.47.113,2021-01-02,2025-03-25,False,4
D003293,Laptop,Linux,Chrome,IP-113.49.251.251,2022-02-08,2026-02-21,True,53
D003294,Tablet,Windows,Chrome,IP-542.246.220.33,2023-08-31,2025-04-26,False,28
D003295,Desktop,Linux,Firefox,IP-164.18.15.199,2025-10-02,2025-11-25,False,24
D003296,Mobile,Linux,Chrome,IP-653.117.2.53,2021-02-10,2026-04-10,True,39
D003297,Laptop,iOS,Chrome,IP-081.234.156.132,2024-01-22,2025-01-15,False,68
D003298,Desktop,iOS,Edge,IP-432.31.146.199,2022-07-31,2026-07-14,True,86
D003299,Laptop,Linux,Edge,IP-741.209.59.127,2022-04-14,2025-10-25,False,1
D003300,Tablet,Android,Safari,IP-270.4.228.65,2022-12-18,2025-05-15,True,47
D003301,Tablet,Linux,Chrome,IP-218.193.126.158,2025-05-13,2026-04-12,False,71
D003302,Tablet,Windows,Edge,IP-417.129.227.59,2022-08-28,2026-05-28,True,38
D003303,Desktop,Android,Safari,IP-565.213.152.108,2023-07-26,2025-12-03,False,57
D003304,Laptop,Windows,Chrome,IP-460.185.236.224,2022-03-03,2025-09-09,True,7
D003305,Desktop,Linux,Safari,IP-264.78.64.199,2022-09-25,2026-01-13,True,72
D003306,Laptop,macOS,Firefox,IP-137.238.26.234,2022-12-25,2025-09-07,True,97
D003307,Desktop,iOS,Edge,IP-518.150.182.212,2021-04-11,2025-06-23,False,22
D003308,Mobile,Windows,Firefox,IP-024.58.201.114,2021-06-13,2025-05-17,True,65
D003309,Tablet,macOS,Firefox,IP-625.228.119.179,2024-04-07,2026-06-27,True,79
D003310,Laptop,iOS,Chrome,IP-888.23.197.244,2021-10-30,2025-10-16,True,3
D003311,Laptop,iOS,Safari,IP-634.235.18.67,2024-01-02,2025-11-01,True,62
D003312,Desktop,Android,Firefox,IP-709.151.91.233,2022-07-13,2025-02-13,True,61
D003313,Tablet,Android,Chrome,IP-198.249.189.196,2021-01-18,2026-03-15,False,47
D003314,Mobile,macOS,Safari,IP-513.182.56.187,2023-10-16,2025-01-10,False,22
D003315,Tablet,Linux,Edge,IP-725.148.9.144,2025-12-11,2025-02-21,False,59
D003316,Desktop,macOS,Edge,IP-197.175.57.126,2021-10-10,2025-07-27,True,57
D003317,Laptop,iOS,Firefox,IP-968.141.163.232,2023-09-02,2026-01-26,False,18
D003318,Tablet,macOS,Chrome,IP-957.27.77.176,2024-08-02,2026-03-30,True,2
D003319,Tablet,iOS,Edge,IP-956.229.96.76,2025-08-01,2025-02-14,False,49
D003320,Mobile,Windows,Firefox,IP-561.252.168.56,2025-07-02,2026-04-29,True,23
D003321,Mobile,macOS,Chrome,IP-331.229.80.164,2021-08-07,2025-07-10,True,36
D003322,Laptop,Windows,Firefox,IP-646.212.18.222,2021-01-26,2026-04-16,False,20
D003323,Laptop,Linux,Edge,IP-784.50.105.252,2025-10-06,2026-06-04,False,79
D003324,Mobile,Windows,Safari,IP-909.83.212.14,2024-07-06,2025-07-29,True,86
D003325,Mobile,Windows,Safari,IP-132.17.183.153,2022-01-14,2025-09-01,True,35
D003326,Mobile,Windows,Chrome,IP-028.84.211.247,2023-07-06,2025-11-06,True,18
D003327,Mobile,macOS,Safari,IP-671.59.168.180,2024-04-01,2025-10-16,True,55
D003328,Laptop,Windows,Safari,IP-810.132.210.81,2025-01-16,2025-06-02,False,29
D003329,Laptop,Windows,Safari,IP-389.178.236.108,2024-04-01,2026-03-10,True,94
D003330,Desktop,Android,Edge,IP-531.84.137.96,2024-11-10,2025-01-31,True,64
D003331,Desktop,macOS,Chrome,IP-745.154.63.83,2021-11-12,2026-07-14,True,4
D003332,Mobile,Linux,Edge,IP-645.232.34.181,2025-08-14,2025-03-20,False,81
D003333,Mobile,Linux,Edge,IP-393.40.43.220,2024-04-22,2026-03-19,True,91
D003334,Desktop,Windows,Safari,IP-858.137.41.123,2022-10-08,2026-01-29,True,81
D003335,Desktop,iOS,Firefox,IP-554.199.92.203,2025-11-20,2025-03-23,True,37
D003336,Laptop,Windows,Chrome,IP-153.177.91.127,2025-07-28,2025-03-01,True,18
D003337,Mobile,Windows,Chrome,IP-192.179.129.239,2021-05-12,2025-06-17,False,65
D003338,Desktop,Linux,Safari,IP-233.233.167.147,2021-01-23,2025-05-15,False,64
D003339,Laptop,Windows,Chrome,IP-737.66.56.227,2022-06-21,2025-11-19,True,85
D003340,Desktop,macOS,Firefox,IP-766.61.96.138,2023-07-29,2026-06-01,True,65
D003341,Mobile,macOS,Safari,IP-446.80.208.14,2022-07-31,2025-07-20,False,27
D003342,Laptop,macOS,Firefox,IP-732.235.81.91,2025-10-30,2025-10-31,True,31
D003343,Tablet,Android,Edge,IP-050.29.108.200,2021-06-20,2026-03-07,True,24
D003344,Desktop,iOS,Safari,IP-668.71.175.152,2022-12-21,2026-07-15,False,12
D003345,Desktop,Linux,Safari,IP-985.104.228.189,2023-11-16,2026-01-04,False,36
D003346,Tablet,Windows,Firefox,IP-937.125.182.218,2022-04-16,2025-01-25,False,35
D003347,Mobile,Linux,Firefox,IP-483.14.111.139,2021-11-21,2025-05-22,True,64
D003348,Mobile,Windows,Edge,IP-582.14.56.99,2023-05-12,2026-03-03,True,72
D003349,Desktop,Android,Safari,IP-150.165.183.231,2023-09-25,2026-02-03,True,23
D003350,Mobile,macOS,Safari,IP-233.172.155.236,2022-10-31,2025-05-12,True,17
D003351,Desktop,macOS,Chrome,IP-524.104.180.46,2022-05-05,2026-03-26,True,59
D003352,Mobile,Linux,Chrome,IP-649.64.169.92,2022-12-20,2026-06-06,True,73
D003353,Desktop,Android,Edge,IP-133.190.165.42,2022-07-01,2025-04-22,True,33
D003354,Laptop,Linux,Firefox,IP-928.91.209.230,2023-09-19,2025-03-17,True,93
D003355,Mobile,Android,Edge,IP-286.247.70.199,2025-11-25,2026-07-03,True,82
D003356,Desktop,macOS,Edge,IP-257.32.46.227,2023-12-12,2025-08-22,False,29
D003357,Desktop,iOS,Edge,IP-501.38.194.44,2023-08-07,2026-06-24,True,83
D003358,Desktop,Android,Edge,IP-022.220.219.26,2022-07-18,2026-04-22,True,80
D003359,Desktop,Windows,Safari,IP-316.12.156.52,2025-04-19,2026-01-27,False,60
D003360,Tablet,Android,Chrome,IP-570.6.60.34,2021-07-26,2025-12-02,True,43
D003361,Tablet,Windows,Chrome,IP-228.84.105.18,2023-01-17,2025-10-01,True,22
D003362,Mobile,Linux,Firefox,IP-524.199.55.38,2021-09-26,2025-04-25,True,81
D003363,Laptop,iOS,Safari,IP-083.113.78.18,2024-12-20,2025-02-03,False,70
D003364,Desktop,macOS,Edge,IP-051.153.57.224,2021-05-03,2026-05-24,False,27
D003365,Laptop,Windows,Firefox,IP-123.47.136.248,2023-03-07,2025-12-17,False,97
D003366,Mobile,macOS,Safari,IP-953.101.67.236,2022-12-11,2026-03-20,False,52
D003367,Mobile,iOS,Safari,IP-975.50.170.12,2023-12-19,2026-03-15,True,20
D003368,Tablet,Android,Edge,IP-522.108.188.15,2025-05-01,2026-08-01,True,41
D003369,Laptop,macOS,Edge,IP-330.193.219.244,2023-11-24,2025-03-27,True,51
D003370,Desktop,macOS,Firefox,IP-089.127.192.247,2023-10-08,2025-11-01,True,71
D003371,Laptop,Linux,Firefox,IP-670.177.102.235,2021-08-26,2025-05-04,True,50
D003372,Mobile,macOS,Firefox,IP-355.165.234.30,2025-10-18,2025-10-15,True,12
D003373,Desktop,Android,Edge,IP-870.23.95.153,2022-09-18,2025-10-15,True,93
D003374,Laptop,macOS,Firefox,IP-851.103.103.100,2021-04-06,2026-02-16,True,82
D003375,Laptop,Windows,Edge,IP-387.245.250.243,2024-01-25,2026-05-29,True,89
D003376,Laptop,macOS,Edge,IP-490.246.133.34,2023-11-09,2026-02-05,False,82
D003377,Mobile,Linux,Chrome,IP-649.156.48.176,2025-11-04,2025-12-18,False,32
D003378,Desktop,iOS,Edge,IP-808.184.251.47,2024-01-19,2025-07-25,True,8
D003379,Mobile,Linux,Chrome,IP-116.80.234.72,2023-06-13,2025-08-19,True,65
D003380,Laptop,iOS,Chrome,IP-150.60.250.143,2025-09-16,2026-02-19,False,93
D003381,Laptop,Linux,Edge,IP-336.161.251.17,2025-05-15,2025-05-02,True,5
D003382,Mobile,Linux,Edge,IP-722.177.150.106,2023-07-29,2026-02-26,True,14
D003383,Mobile,Linux,Chrome,IP-766.238.205.209,2023-08-31,2026-07-04,True,54
D003384,Laptop,Android,Safari,IP-812.43.183.30,2023-07-28,2026-03-27,True,39
D003385,Laptop,Android,Firefox,IP-733.59.26.86,2024-07-07,2025-08-03,True,10
D003386,Desktop,macOS,Chrome,IP-633.95.35.107,2024-02-05,2025-04-15,False,81
D003387,Laptop,macOS,Edge,IP-959.242.160.116,2021-09-29,2025-04-14,False,82
D003388,Tablet,Windows,Chrome,IP-522.181.170.131,2024-09-28,2026-03-10,False,18
D003389,Desktop,Windows,Chrome,IP-161.70.110.168,2025-10-05,2025-06-29,True,74
D003390,Desktop,Android,Chrome,IP-437.69.5.191,2023-10-18,2026-07-15,False,91
D003391,Desktop,Android,Chrome,IP-460.190.190.45,2021-01-23,2026-03-04,True,12
D003392,Mobile,Windows,Edge,IP-141.149.99.28,2024-12-22,2025-02-03,True,48
D003393,Desktop,macOS,Safari,IP-208.55.178.155,2021-07-15,2026-07-08,True,72
D003394,Desktop,iOS,Edge,IP-682.35.200.35,2021-08-18,2025-01-06,True,93
D003395,Laptop,Android,Firefox,IP-245.32.48.169,2021-10-19,2025-10-31,True,74
D003396,Desktop,iOS,Firefox,IP-233.73.154.171,2024-06-21,2026-02-19,True,54
D003397,Mobile,iOS,Firefox,IP-815.189.122.104,2023-08-21,2025-12-02,True,7
D003398,Laptop,Linux,Edge,IP-720.174.72.207,2021-12-26,2026-04-02,False,97
D003399,Laptop,Android,Firefox,IP-885.31.254.80,2025-05-10,2025-11-27,True,73
D003400,Laptop,Android,Chrome,IP-528.136.138.55,2022-11-28,2026-05-26,True,27
D003401,Tablet,iOS,Safari,IP-662.113.147.170,2025-10-13,2025-03-24,True,33
D003402,Desktop,iOS,Safari,IP-804.219.65.170,2025-09-28,2025-03-19,True,1
D003403,Laptop,Linux,Safari,IP-946.136.37.126,2021-02-14,2025-08-11,True,95
D003404,Tablet,macOS,Safari,IP-640.129.33.235,2022-10-30,2025-08-11,False,16
D003405,Tablet,Android,Safari,IP-749.114.168.49,2022-02-25,2025-11-30,True,93
D003406,Desktop,Windows,Firefox,IP-307.186.228.213,2021-07-13,2026-05-21,False,19
D003407,Desktop,Linux,Edge,IP-751.204.251.129,2021-07-18,2025-04-19,True,15
D003408,Mobile,Windows,Edge,IP-647.157.138.47,2021-01-21,2025-11-04,True,86
D003409,Laptop,iOS,Safari,IP-224.31.114.25,2023-06-09,2025-12-08,True,66
D003410,Laptop,Linux,Edge,IP-741.231.170.81,2025-06-05,2025-04-13,False,90
D003411,Laptop,Android,Firefox,IP-213.217.39.77,2022-03-26,2026-02-06,True,96
D003412,Mobile,Android,Chrome,IP-568.160.114.254,2023-11-02,2025-12-05,True,42
D003413,Laptop,Linux,Chrome,IP-891.111.216.133,2022-07-10,2025-12-15,False,99
D003414,Desktop,Linux,Firefox,IP-518.91.152.30,2025-03-06,2026-06-05,True,15
D003415,Mobile,macOS,Firefox,IP-399.232.219.149,2024-05-01,2026-07-22,False,83
D003416,Desktop,Windows,Firefox,IP-785.89.222.193,2025-12-17,2025-02-28,True,76
D003417,Mobile,macOS,Firefox,IP-574.114.56.92,2021-06-26,2025-10-24,False,99
D003418,Laptop,Android,Safari,IP-688.212.112.124,2021-08-07,2025-06-20,True,87
D003419,Desktop,macOS,Safari,IP-959.108.187.61,2022-05-14,2026-06-17,True,24
D003420,Desktop,Android,Chrome,IP-807.199.237.125,2024-08-23,2025-03-14,False,85
D003421,Mobile,Linux,Firefox,IP-597.136.37.152,2022-08-23,2025-12-14,True,30
D003422,Desktop,macOS,Edge,IP-203.215.252.135,2024-06-30,2026-01-29,True,17
D003423,Tablet,Android,Edge,IP-128.30.121.221,2023-06-22,2025-05-16,True,78
D003424,Tablet,macOS,Edge,IP-601.60.115.193,2025-10-01,2025-10-26,True,94
D003425,Laptop,iOS,Edge,IP-921.245.100.111,2025-03-08,2025-10-14,True,71
D003426,Desktop,Linux,Safari,IP-328.79.219.253,2024-10-31,2026-03-23,True,51
D003427,Laptop,Linux,Chrome,IP-914.213.249.24,2025-08-09,2025-12-31,False,47
D003428,Mobile,Windows,Chrome,IP-732.141.26.236,2024-07-14,2025-08-27,True,14
D003429,Desktop,Android,Edge,IP-267.13.24.78,2023-04-23,2025-07-26,False,78
D003430,Laptop,Android,Safari,IP-377.63.159.233,2023-12-15,2025-10-19,True,8
D003431,Laptop,Windows,Firefox,IP-042.214.239.91,2022-02-16,2026-07-12,False,38
D003432,Mobile,Android,Edge,IP-326.73.4.66,2021-02-28,2025-08-28,True,17
D003433,Mobile,Linux,Safari,IP-884.57.243.122,2025-08-16,2025-05-02,True,89
D003434,Laptop,macOS,Chrome,IP-340.120.15.109,2022-10-18,2026-01-08,True,71
D003435,Mobile,Windows,Safari,IP-825.67.70.246,2021-11-10,2026-05-07,True,70
D003436,Laptop,Linux,Safari,IP-442.68.81.123,2024-11-23,2025-04-22,True,27
D003437,Mobile,Windows,Edge,IP-735.2.226.135,2022-04-24,2025-12-02,False,74
D003438,Laptop,macOS,Safari,IP-436.55.49.63,2025-07-09,2025-03-30,True,60
D003439,Desktop,macOS,Chrome,IP-575.102.195.252,2025-03-30,2025-07-12,True,52
D003440,Laptop,macOS,Chrome,IP-387.4.92.36,2021-05-30,2026-07-05,True,81
D003441,Desktop,macOS,Chrome,IP-126.239.25.179,2021-03-23,2025-08-05,False,66
D003442,Mobile,Windows,Edge,IP-818.116.200.218,2022-12-28,2025-04-24,False,33
D003443,Laptop,Linux,Safari,IP-742.126.230.248,2023-07-17,2025-01-14,False,74
D003444,Laptop,Windows,Safari,IP-293.145.185.227,2023-10-20,2025-11-03,False,16
D003445,Mobile,Windows,Chrome,IP-080.188.138.188,2023-03-21,2025-12-19,True,80
D003446,Mobile,iOS,Edge,IP-506.156.45.109,2023-02-19,2025-03-27,True,81
D003447,Desktop,iOS,Edge,IP-641.146.113.227,2021-01-10,2025-02-24,False,44
D003448,Laptop,Windows,Chrome,IP-120.22.177.61,2023-05-04,2026-03-18,True,77
D003449,Desktop,Linux,Edge,IP-011.82.224.86,2021-04-24,2026-03-14,True,31
D003450,Mobile,Linux,Firefox,IP-670.167.24.187,2021-02-02,2025-07-13,True,13
D003451,Mobile,Android,Chrome,IP-986.36.203.68,2021-08-25,2025-04-23,True,2
D003452,Desktop,macOS,Firefox,IP-457.12.7.214,2022-01-19,2025-03-24,False,29
D003453,Laptop,iOS,Chrome,IP-311.124.140.223,2023-11-25,2026-05-16,True,11
D003454,Laptop,macOS,Firefox,IP-399.103.1.89,2025-04-29,2026-03-19,True,3
D003455,Tablet,Linux,Edge,IP-346.236.164.158,2025-12-19,2025-09-10,True,11
D003456,Mobile,Android,Edge,IP-104.78.87.246,2022-11-09,2025-04-11,True,96
D003457,Desktop,Linux,Firefox,IP-429.199.2.196,2022-09-26,2026-01-25,True,18
D003458,Mobile,macOS,Firefox,IP-888.79.38.73,2025-03-05,2026-04-15,True,65
D003459,Mobile,Windows,Edge,IP-796.73.164.231,2021-06-01,2025-08-18,True,70
D003460,Mobile,Linux,Chrome,IP-827.78.55.203,2025-10-10,2025-01-24,True,75
D003461,Mobile,Linux,Firefox,IP-053.74.20.211,2024-08-06,2025-04-19,True,13
D003462,Mobile,Windows,Safari,IP-171.94.3.151,2022-07-07,2025-01-03,True,8
D003463,Desktop,Windows,Edge,IP-905.16.248.144,2021-09-28,2026-04-18,True,3
D003464,Laptop,Linux,Firefox,IP-257.191.99.114,2022-01-12,2026-02-10,True,53
D003465,Mobile,Linux,Edge,IP-484.58.118.8,2021-09-06,2025-07-26,False,76
D003466,Tablet,iOS,Chrome,IP-802.227.45.241,2023-08-21,2025-09-01,True,63
D003467,Desktop,iOS,Edge,IP-625.112.185.37,2025-01-15,2026-06-29,True,68
D003468,Tablet,iOS,Chrome,IP-175.36.251.236,2022-11-19,2026-05-31,True,77
D003469,Tablet,Android,Safari,IP-017.173.231.188,2024-12-07,2025-04-19,True,93
D003470,Laptop,macOS,Edge,IP-781.223.203.59,2023-08-10,2025-11-07,True,8
D003471,Mobile,Linux,Safari,IP-087.249.3.223,2024-09-30,2025-07-04,True,1
D003472,Tablet,Android,Chrome,IP-701.163.13.148,2021-08-21,2025-12-12,True,19
D003473,Laptop,Android,Safari,IP-849.61.99.158,2023-05-29,2025-07-07,True,38
D003474,Laptop,Windows,Chrome,IP-288.234.127.207,2022-12-17,2026-06-23,False,22
D003475,Laptop,iOS,Chrome,IP-072.58.45.34,2023-06-05,2025-10-30,False,29
D003476,Laptop,Linux,Edge,IP-668.84.170.112,2025-04-19,2025-07-02,False,10
D003477,Desktop,macOS,Chrome,IP-631.233.195.185,2021-09-24,2026-03-19,False,12
D003478,Desktop,iOS,Edge,IP-721.5.217.135,2022-04-26,2025-08-10,True,60
D003479,Laptop,macOS,Edge,IP-632.159.197.220,2024-09-18,2026-04-14,True,63
D003480,Tablet,Windows,Edge,IP-860.91.215.42,2023-09-30,2026-01-24,True,11
D003481,Desktop,Android,Edge,IP-975.112.4.85,2025-05-09,2026-01-01,True,97
D003482,Tablet,Android,Chrome,IP-932.24.37.204,2025-01-15,2026-07-09,False,63
D003483,Mobile,Android,Chrome,IP-120.163.156.170,2024-08-22,2025-01-09,True,14
D003484,Mobile,Windows,Chrome,IP-566.47.101.189,2023-12-19,2025-02-16,True,57
D003485,Desktop,Android,Chrome,IP-393.101.140.82,2025-03-05,2025-02-01,False,79
D003486,Desktop,Windows,Chrome,IP-580.204.208.52,2021-12-27,2025-01-04,True,15
D003487,Desktop,Linux,Chrome,IP-866.40.165.234,2021-11-04,2025-10-27,True,1
D003488,Tablet,macOS,Chrome,IP-712.145.142.32,2021-03-03,2025-07-23,True,45
D003489,Mobile,Android,Firefox,IP-923.176.97.155,2025-07-28,2025-04-17,True,28
D003490,Desktop,macOS,Chrome,IP-300.207.63.103,2024-05-05,2026-04-14,False,22
D003491,Mobile,macOS,Safari,IP-336.151.120.183,2024-03-18,2026-06-04,True,71
D003492,Desktop,Android,Firefox,IP-980.59.59.49,2021-10-29,2025-06-11,False,39
D003493,Laptop,iOS,Firefox,IP-349.42.18.180,2021-12-01,2026-05-30,True,96
D003494,Desktop,Linux,Chrome,IP-837.100.251.219,2022-06-05,2026-01-23,True,52
D003495,Desktop,Windows,Firefox,IP-048.240.155.79,2024-07-11,2025-10-04,False,89
D003496,Mobile,Android,Safari,IP-280.6.148.49,2025-09-11,2026-04-19,True,9
D003497,Desktop,macOS,Chrome,IP-136.248.187.186,2024-10-06,2026-04-26,True,57
D003498,Laptop,Linux,Chrome,IP-075.243.252.215,2023-09-02,2025-12-27,True,50
D003499,Desktop,Windows,Chrome,IP-877.62.100.38,2022-11-10,2026-01-21,True,89
D003500,Mobile,Android,Chrome,IP-076.139.53.120,2022-01-05,2026-02-28,False,82
D003501,Tablet,iOS,Safari,IP-312.169.36.33,2024-08-12,2025-07-09,True,45
D003502,Desktop,Linux,Safari,IP-635.114.126.149,2021-08-15,2025-08-03,True,37
D003503,Laptop,Android,Firefox,IP-915.79.77.52,2024-02-04,2025-04-07,True,77
D003504,Laptop,iOS,Chrome,IP-211.217.140.86,2021-04-19,2025-04-11,False,12
D003505,Tablet,Windows,Firefox,IP-247.194.69.97,2025-12-24,2025-02-14,True,53
