CardID,CustomerID,AccountID,BankID,CardType,CardNetwork,CardCategory,IssueDate,ExpiryDate,CardStatus,BlockedFlag,BlockReason
CD0004894,C004894,AC0004894,8,Credit,Mastercard,Standard,2025-01-07,2029-07-02,Blocked,1,Security Block
CD0004895,C004895,AC0004895,6,Credit,Amex,Gold,2023-11-07,2026-10-13,Active,0,
CD0004896,C004896,AC0004896,4,Debit,Visa,Business,2019-10-28,2030-12-18,Active,0,
CD0004897,C004897,AC0004897,10,Debit,Visa,Gold,2019-05-01,2026-04-20,Active,0,
CD0004898,C004898,AC0004898,3,Credit,Mastercard,Platinum,2021-03-28,2030-06-22,Active,0,
CD0004899,C004899,AC0004899,5,Credit,Mastercard,Gold,2020-10-03,2029-05-10,Active,0,
CD0004900,C004900,AC0004900,5,Debit,Amex,Gold,2022-10-04,2026-07-17,Active,0,
CD0004901,C004901,AC0004901,8,Debit,Mastercard,Platinum,2025-09-12,2026-09-15,Active,0,
CD0004902,C004902,AC0004902,6,Credit,Mastercard,Platinum,2024-03-30,2028-05-25,Active,0,
CD0004903,C004903,AC0004903,8,Debit,Mastercard,Business,2021-05-08,2026-03-21,Active,0,
CD0004904,C004904,AC0004904,10,Debit,Visa,Gold,2018-12-07,2027-04-15,Active,0,
CD0004905,C004905,AC0004905,4,Debit,Mastercard,Business,2021-09-07,2026-09-18,Active,0,
CD0004906,C004906,AC0004906,9,Debit,Visa,Business,2018-06-18,2030-12-29,Active,0,
CD0004907,C004907,AC0004907,2,Debit,Visa,Gold,2019-03-11,2027-07-16,Active,0,
CD0004908,C004908,AC0004908,10,Debit,Visa,Business,2025-09-25,2026-11-17,Blocked,1,Security Block
CD0004909,C004909,AC0004909,2,Debit,Mastercard,Gold,2022-06-01,2027-06-11,Active,0,
CD0004910,C004910,AC0004910,9,Debit,Mastercard,Gold,2020-07-05,2027-05-21,Blocked,1,Fraud Suspected
CD0004911,C004911,AC0004911,4,Debit,Visa,Platinum,2023-03-16,2030-07-06,Blocked,1,Excessive Attempts
CD0004912,C004912,AC0004912,10,Debit,Mastercard,Business,2022-07-31,2026-04-05,Active,0,
CD0004913,C004913,AC0004913,2,Credit,Mastercard,Platinum,2019-10-31,2030-10-19,Active,0,
CD0004914,C004914,AC0004914,5,Debit,Mastercard,Business,2020-01-27,2026-12-20,Active,0,
CD0004915,C004915,AC0004915,10,Debit,Visa,Gold,2019-06-09,2030-05-12,Blocked,1,Security Block
CD0004916,C004916,AC0004916,1,Debit,Mastercard,Gold,2018-12-12,2029-08-31,Blocked,1,Security Block
CD0004917,C004917,AC0004917,3,Debit,Visa,Business,2018-06-22,2029-09-15,Active,0,
CD0004918,C004918,AC0004918,1,Debit,Mastercard,Platinum,2025-01-26,2030-12-18,Active,0,
CD0004919,C004919,AC0004919,4,Debit,Mastercard,Platinum,2020-07-15,2030-07-04,Active,0,
CD0004920,C004920,AC0004920,4,Debit,Mastercard,Platinum,2019-12-14,2028-07-07,Active,0,
CD0004921,C004921,AC0004921,7,Debit,Mastercard,Platinum,2019-05-25,2030-07-13,Active,0,
CD0004922,C004922,AC0004922,3,Debit,Visa,Platinum,2025-12-12,2030-01-17,Active,0,
CD0004923,C004923,AC0004923,2,Debit,Mastercard,Gold,2020-10-17,2029-11-14,Active,0,
CD0004924,C004924,AC0004924,2,Credit,Mastercard,Business,2024-12-06,2029-12-22,Active,0,
CD0004925,C004925,AC0004925,10,Credit,Mastercard,Standard,2018-07-10,2028-09-28,Active,0,
CD0004926,C004926,AC0004926,10,Debit,Mastercard,Platinum,2019-10-27,2027-08-31,Active,0,
CD0004927,C004927,AC0004927,3,Debit,Visa,Business,2023-03-13,2026-12-04,Active,0,
CD0004928,C004928,AC0004928,2,Debit,Mastercard,Standard,2025-03-20,2029-10-30,Active,0,
CD0004929,C004929,AC0004929,1,Credit,Mastercard,Standard,2024-12-09,2028-06-13,Active,0,
CD0004930,C004930,AC0004930,10,Debit,Amex,Business,2019-06-15,2029-05-31,Blocked,1,Fraud Suspected
CD0004931,C004931,AC0004931,8,Credit,Visa,Business,2018-01-28,2026-09-08,Active,0,
CD0004932,C004932,AC0004932,8,Debit,Mastercard,Business,2023-01-28,2026-05-05,Active,0,
CD0004933,C004933,AC0004933,3,Debit,Visa,Gold,2020-11-10,2026-02-27,Active,0,
CD0004934,C004934,AC0004934,7,Debit,Visa,Business,2023-01-14,2028-01-23,Active,0,
CD0004935,C004935,AC0004935,1,Debit,Amex,Gold,2020-04-03,2026-09-04,Blocked,1,Lost/Stolen
CD0004936,C004936,AC0004936,7,Debit,Visa,Standard,2025-04-27,2027-09-07,Active,0,
CD0004937,C004937,AC0004937,6,Debit,Visa,Platinum,2019-01-01,2028-04-17,Blocked,1,Lost/Stolen
CD0004938,C004938,AC0004938,4,Debit,Mastercard,Standard,2021-04-10,2028-04-29,Active,0,
CD0004939,C004939,AC0004939,8,Debit,Mastercard,Gold,2020-06-04,2029-06-27,Active,0,
CD0004940,C004940,AC0004940,7,Debit,Visa,Standard,2021-06-16,2029-04-23,Active,0,
CD0004941,C004941,AC0004941,5,Credit,Visa,Gold,2018-12-06,2029-02-06,Active,0,
CD0004942,C004942,AC0004942,2,Credit,Visa,Platinum,2021-07-10,2027-11-28,Active,0,
CD0004943,C004943,AC0004943,1,Debit,Mastercard,Standard,2022-06-08,2027-12-22,Active,0,
CD0004944,C004944,AC0004944,10,Debit,Mastercard,Standard,2019-02-25,2027-02-09,Active,0,
CD0004945,C004945,AC0004945,3,Debit,Visa,Business,2024-02-09,2028-11-06,Active,0,
CD0004946,C004946,AC0004946,4,Debit,Visa,Gold,2024-10-27,2027-12-16,Active,0,
CD0004947,C004947,AC0004947,7,Debit,Visa,Business,2018-01-23,2028-11-08,Active,0,
CD0004948,C004948,AC0004948,3,Credit,Mastercard,Standard,2021-01-13,2030-06-19,Active,0,
CD0004949,C004949,AC0004949,4,Debit,Mastercard,Gold,2021-06-11,2027-04-09,Active,0,
CD0004950,C004950,AC0004950,8,Debit,Visa,Standard,2019-06-12,2026-04-29,Active,0,
CD0004951,C004951,AC0004951,6,Debit,Amex,Business,2025-12-07,2026-04-18,Active,0,
CD0004952,C004952,AC0004952,7,Credit,Visa,Business,2019-09-29,2028-07-26,Active,0,
CD0004953,C004953,AC0004953,1,Debit,Visa,Standard,2021-07-06,2029-02-19,Active,0,
CD0004954,C004954,AC0004954,5,Debit,Visa,Standard,2019-08-03,2030-08-09,Active,0,
CD0004955,C004955,AC0004955,5,Debit,Mastercard,Platinum,2021-12-09,2028-11-09,Active,0,
CD0004956,C004956,AC0004956,7,Debit,Visa,Gold,2023-04-18,2027-12-12,Active,0,
CD0004957,C004957,AC0004957,2,Debit,Mastercard,Platinum,2022-10-19,2030-12-14,Blocked,1,Security Block
CD0004958,C004958,AC0004958,2,Credit,Mastercard,Business,2020-02-01,2029-09-17,Active,0,
CD0004959,C004959,AC0004959,8,Debit,Visa,Standard,2022-05-16,2030-03-16,Active,0,
CD0004960,C004960,AC0004960,7,Debit,Visa,Gold,2022-06-19,2027-12-09,Active,0,
CD0004961,C004961,AC0004961,9,Credit,Amex,Business,2024-02-25,2030-08-08,Active,0,
CD0004962,C004962,AC0004962,3,Debit,Visa,Standard,2022-12-08,2027-02-14,Active,0,
CD0004963,C004963,AC0004963,10,Credit,Visa,Business,2022-06-24,2030-05-24,Active,0,
CD0004964,C004964,AC0004964,3,Debit,Mastercard,Business,2018-08-26,2030-01-04,Active,0,
CD0004965,C004965,AC0004965,7,Debit,Visa,Business,2021-10-09,2026-08-06,Active,0,
CD0004966,C004966,AC0004966,2,Credit,Visa,Gold,2022-04-06,2029-05-09,Active,0,
CD0004967,C004967,AC0004967,10,Credit,Mastercard,Business,2019-03-09,2026-05-19,Blocked,1,Excessive Attempts
CD0004968,C004968,AC0004968,4,Credit,Mastercard,Platinum,2020-03-01,2029-10-23,Active,0,
CD0004969,C004969,AC0004969,9,Debit,Mastercard,Business,2025-02-24,2029-05-15,Active,0,
CD0004970,C004970,AC0004970,4,Credit,Mastercard,Platinum,2019-09-21,2029-02-25,Active,0,
CD0004971,C004971,AC0004971,8,Debit,Amex,Platinum,2020-11-04,2027-03-21,Blocked,1,Fraud Suspected
CD0004972,C004972,AC0004972,5,Debit,Visa,Business,2020-07-26,2027-08-18,Active,0,
CD0004973,C004973,AC0004973,1,Credit,Visa,Gold,2024-01-20,2029-01-13,Active,0,
CD0004974,C004974,AC0004974,2,Debit,Mastercard,Standard,2023-04-05,2028-01-02,Active,0,
CD0004975,C004975,AC0004975,7,Credit,Visa,Gold,2023-06-13,2029-12-07,Active,0,
CD0004976,C004976,AC0004976,2,Debit,Visa,Gold,2020-04-28,2029-12-09,Active,0,
CD0004977,C004977,AC0004977,3,Credit,Mastercard,Business,2019-04-20,2030-02-08,Active,0,
CD0004978,C004978,AC0004978,6,Debit,Mastercard,Platinum,2024-11-17,2027-03-29,Blocked,1,Lost/Stolen
CD0004979,C004979,AC0004979,3,Debit,Amex,Business,2019-02-28,2028-01-15,Active,0,
CD0004980,C004980,AC0004980,2,Debit,Visa,Gold,2021-02-04,2030-05-03,Active,0,
CD0004981,C004981,AC0004981,7,Credit,Mastercard,Gold,2021-05-07,2029-05-02,Active,0,
CD0004982,C004982,AC0004982,7,Credit,Amex,Standard,2025-01-05,2026-04-06,Active,0,
CD0004983,C004983,AC0004983,8,Credit,Mastercard,Standard,2024-04-22,2028-11-05,Expired,0,
CD0004984,C004984,AC0004984,10,Debit,Mastercard,Gold,2020-08-08,2026-03-21,Active,0,
CD0004985,C004985,AC0004985,2,Credit,Mastercard,Platinum,2019-11-21,2030-05-29,Active,0,
CD0004986,C004986,AC0004986,5,Debit,Amex,Business,2020-06-25,2026-10-05,Active,0,
CD0004987,C004987,AC0004987,3,Debit,Visa,Standard,2023-04-15,2026-01-25,Active,0,
CD0004988,C004988,AC0004988,10,Credit,Visa,Business,2018-11-25,2027-02-12,Active,0,
CD0004989,C004989,AC0004989,6,Debit,Visa,Standard,2021-05-22,2030-06-15,Active,0,
CD0004990,C004990,AC0004990,1,Credit,Mastercard,Platinum,2025-06-17,2029-04-24,Active,0,
CD0004991,C004991,AC0004991,7,Credit,Visa,Gold,2025-09-03,2030-05-30,Active,0,
CD0004992,C004992,AC0004992,1,Credit,Mastercard,Standard,2019-12-01,2030-08-13,Active,0,
CD0004993,C004993,AC0004993,3,Credit,Visa,Platinum,2018-03-03,2027-03-10,Active,0,
CD0004994,C004994,AC0004994,8,Debit,Amex,Gold,2019-02-20,2026-06-07,Active,0,
CD0004995,C004995,AC0004995,6,Debit,Mastercard,Gold,2024-12-02,2028-12-15,Blocked,1,Fraud Suspected
CD0004996,C004996,AC0004996,8,Debit,Mastercard,Business,2025-04-17,2030-08-03,Active,0,
CD0004997,C004997,AC0004997,6,Debit,Mastercard,Platinum,2021-08-18,2028-03-19,Active,0,
CD0004998,C004998,AC0004998,9,Credit,Mastercard,Gold,2018-03-17,2026-09-06,Active,0,
CD0004999,C004999,AC0004999,6,Credit,Visa,Business,2020-07-07,2026-07-03,Active,0,
CD0005000,C005000,AC0005000,1,Debit,Mastercard,Standard,2019-12-30,2026-03-05,Active,0,
CD0005001,C000001,AC0000001,7,Debit,Visa,Business,2024-06-01,2029-09-05,Blocked,1,Lost/Stolen
CD0005002,C000002,AC0005002,8,Debit,Mastercard,Standard,2018-10-08,2029-11-01,Blocked,1,Security Block
CD0005003,C000003,AC0000003,1,Debit,Mastercard,Platinum,2018-02-15,2026-03-06,Active,0,
CD0005004,C000004,AC0005004,9,Debit,Mastercard,Gold,2024-06-20,2026-12-09,Active,0,
CD0005005,C000005,AC0000005,8,Debit,Mastercard,Business,2025-11-22,2026-08-21,Blocked,1,Security Block
CD0005006,C000006,AC0005006,8,Credit,Visa,Gold,2023-03-31,2028-01-03,Active,0,
CD0005007,C000007,AC0000007,4,Debit,Mastercard,Standard,2019-07-23,2027-11-14,Active,0,
CD0005008,C000008,AC0005008,9,Credit,Visa,Platinum,2023-10-25,2026-02-13,Active,0,
CD0005009,C000009,AC0000009,4,Debit,Visa,Gold,2025-02-26,2028-10-25,Blocked,1,Security Block
CD0005010,C000010,AC0005010,1,Credit,Visa,Business,2022-03-20,2026-12-02,Active,0,
CD0005011,C000011,AC0000011,10,Credit,Visa,Standard,2020-06-22,2026-11-01,Active,0,
CD0005012,C000012,AC0005012,3,Credit,Mastercard,Gold,2020-01-01,2028-03-12,Active,0,
CD0005013,C000013,AC0000013,2,Credit,Visa,Gold,2025-08-23,2026-04-22,Active,0,
CD0005014,C000014,AC0005014,7,Debit,Amex,Gold,2022-09-02,2028-03-28,Active,0,
CD0005015,C000015,AC0000015,3,Debit,Visa,Platinum,2021-05-22,2028-01-15,Active,0,
CD0005016,C000016,AC0005016,9,Credit,Amex,Business,2021-10-16,2029-08-03,Active,0,
CD0005017,C000017,AC0000017,5,Debit,Mastercard,Standard,2019-08-30,2026-06-07,Blocked,1,Lost/Stolen
CD0005018,C000018,AC0005018,1,Credit,Mastercard,Standard,2022-09-12,2029-11-29,Blocked,1,Fraud Suspected
CD0005019,C000019,AC0000019,10,Debit,Mastercard,Business,2021-03-24,2027-04-17,Active,0,
CD0005020,C000020,AC0005020,6,Credit,Mastercard,Gold,2022-04-30,2028-07-30,Active,0,
CD0005021,C000021,AC0000021,3,Credit,Mastercard,Gold,2020-02-29,2027-06-22,Blocked,1,Security Block
CD0005022,C000022,AC0005022,7,Debit,Visa,Gold,2025-01-16,2026-02-15,Active,0,
CD0005023,C000023,AC0000023,6,Debit,Visa,Gold,2021-10-13,2026-11-13,Active,0,
CD0005024,C000024,AC0005024,1,Debit,Amex,Gold,2025-11-03,2027-12-01,Active,0,
CD0005025,C000025,AC0000025,8,Debit,Visa,Platinum,2019-10-30,2028-06-04,Active,0,
CD0005026,C000026,AC0005026,5,Credit,Mastercard,Standard,2022-10-17,2029-09-05,Active,0,
CD0005027,C000027,AC0000027,7,Debit,Amex,Standard,2023-12-21,2027-05-15,Active,0,
CD0005028,C000028,AC0005028,9,Debit,Visa,Business,2025-04-17,2028-08-18,Active,0,
CD0005029,C000029,AC0000029,7,Debit,Visa,Platinum,2023-02-27,2030-10-20,Blocked,1,Lost/Stolen
CD0005030,C000030,AC0005030,7,Debit,Mastercard,Business,2021-04-21,2026-03-16,Active,0,
CD0005031,C000031,AC0000031,3,Debit,Visa,Standard,2021-12-05,2026-10-19,Active,0,
CD0005032,C000032,AC0005032,3,Debit,Mastercard,Platinum,2019-01-04,2027-06-20,Active,0,
CD0005033,C000033,AC0000033,5,Debit,Visa,Standard,2020-07-30,2029-04-06,Active,0,
CD0005034,C000034,AC0005034,9,Credit,Mastercard,Platinum,2020-02-11,2030-06-02,Active,0,
CD0005035,C000035,AC0000035,6,Credit,Mastercard,Platinum,2020-11-28,2026-03-10,Active,0,
CD0005036,C000036,AC0005036,4,Debit,Amex,Standard,2019-08-04,2027-12-24,Active,0,
CD0005037,C000037,AC0000037,8,Debit,Mastercard,Business,2024-03-12,2029-08-10,Expired,0,
CD0005038,C000038,AC0005038,9,Credit,Visa,Business,2019-10-22,2026-08-26,Active,0,
CD0005039,C000039,AC0000039,10,Credit,Mastercard,Standard,2020-04-14,2026-05-12,Active,0,
CD0005040,C000040,AC0005040,3,Credit,Mastercard,Standard,2023-07-26,2027-06-18,Active,0,
CD0005041,C000041,AC0000041,8,Debit,Mastercard,Business,2025-10-16,2028-06-15,Active,0,
CD0005042,C000042,AC0005042,6,Debit,Visa,Gold,2025-04-27,2030-11-27,Active,0,
CD0005043,C000043,AC0000043,5,Debit,Visa,Gold,2024-06-06,2028-02-27,Active,0,
CD0005044,C000044,AC0005044,4,Debit,Mastercard,Business,2023-12-15,2030-09-04,Blocked,1,Fraud Suspected
CD0005045,C000045,AC0000045,2,Credit,Amex,Standard,2021-09-08,2027-09-09,Active,0,
CD0005046,C000046,AC0005046,3,Debit,Mastercard,Standard,2019-12-03,2027-10-16,Active,0,
CD0005047,C000047,AC0000047,6,Debit,Visa,Business,2019-04-17,2030-10-09,Blocked,1,Excessive Attempts
CD0005048,C000048,AC0005048,9,Credit,Amex,Standard,2025-04-09,2029-09-09,Blocked,1,Fraud Suspected
CD0005049,C000049,AC0000049,9,Debit,Mastercard,Gold,2019-11-03,2029-10-11,Active,0,
CD0005050,C000050,AC0005050,2,Credit,Mastercard,Gold,2020-07-08,2028-11-14,Active,0,
CD0005051,C000051,AC0000051,7,Debit,Visa,Business,2022-05-08,2028-05-08,Active,0,
CD0005052,C000052,AC0005052,1,Debit,Mastercard,Business,2018-06-03,2027-12-20,Active,0,
CD0005053,C000053,AC0000053,7,Debit,Mastercard,Standard,2018-06-06,2028-08-07,Active,0,
CD0005054,C000054,AC0005054,4,Debit,Visa,Business,2024-08-10,2030-11-12,Blocked,1,Fraud Suspected
CD0005055,C000055,AC0000055,5,Debit,Visa,Gold,2020-07-15,2028-02-13,Blocked,1,Excessive Attempts
CD0005056,C000056,AC0005056,8,Debit,Amex,Business,2025-08-23,2029-05-22,Active,0,
CD0005057,C000057,AC0000057,5,Debit,Visa,Business,2021-01-09,2030-11-02,Active,0,
CD0005058,C000058,AC0005058,9,Credit,Visa,Standard,2021-09-07,2027-09-04,Active,0,
CD0005059,C000059,AC0000059,6,Debit,Amex,Platinum,2024-10-30,2028-11-16,Active,0,
CD0005060,C000060,AC0005060,10,Debit,Visa,Gold,2020-02-27,2029-07-22,Blocked,1,Lost/Stolen
CD0005061,C000061,AC0000061,7,Debit,Mastercard,Business,2018-08-08,2030-03-23,Expired,0,
CD0005062,C000062,AC0005062,3,Credit,Visa,Standard,2022-01-24,2029-12-19,Active,0,
CD0005063,C000063,AC0000063,8,Debit,Mastercard,Business,2023-10-01,2026-05-09,Active,0,
CD0005064,C000064,AC0005064,5,Debit,Mastercard,Business,2019-01-06,2026-04-04,Active,0,
CD0005065,C000065,AC0000065,6,Credit,Visa,Gold,2018-08-30,2026-07-01,Blocked,1,Security Block
CD0005066,C000066,AC0005066,2,Debit,Visa,Platinum,2025-06-09,2026-04-30,Active,0,
CD0005067,C000067,AC0000067,2,Debit,Visa,Gold,2025-03-15,2030-05-03,Active,0,
CD0005068,C000068,AC0005068,6,Debit,Mastercard,Standard,2018-03-18,2026-04-04,Active,0,
CD0005069,C000069,AC0000069,2,Debit,Mastercard,Business,2021-07-20,2026-10-14,Active,0,
CD0005070,C000070,AC0005070,10,Debit,Mastercard,Gold,2023-06-03,2027-12-31,Active,0,
CD0005071,C000071,AC0000071,9,Debit,Visa,Business,2018-11-04,2030-10-22,Active,0,
CD0005072,C000072,AC0005072,8,Credit,Visa,Business,2019-12-27,2030-09-04,Active,0,
CD0005073,C000073,AC0000073,8,Debit,Visa,Business,2019-05-19,2026-07-17,Active,0,
CD0005074,C000074,AC0005074,6,Credit,Mastercard,Standard,2023-03-11,2027-07-26,Active,0,
CD0005075,C000075,AC0000075,1,Debit,Visa,Gold,2021-03-26,2029-09-05,Active,0,
CD0005076,C000076,AC0005076,4,Debit,Mastercard,Business,2020-03-29,2026-11-17,Active,0,
CD0005077,C000077,AC0000077,5,Credit,Mastercard,Platinum,2021-10-19,2027-10-24,Active,0,
CD0005078,C000078,AC0005078,10,Debit,Visa,Business,2022-09-19,2026-05-11,Active,0,
CD0005079,C000079,AC0000079,3,Debit,Visa,Business,2019-01-15,2030-07-30,Blocked,1,Fraud Suspected
CD0005080,C000080,AC0005080,5,Credit,Amex,Standard,2023-10-10,2029-02-23,Blocked,1,Security Block
CD0005081,C000081,AC0000081,4,Credit,Visa,Business,2022-01-06,2026-02-07,Active,0,
CD0005082,C000082,AC0005082,2,Debit,Visa,Platinum,2022-06-26,2027-05-04,Active,0,
CD0005083,C000083,AC0000083,2,Debit,Mastercard,Standard,2022-02-05,2028-06-16,Active,0,
CD0005084,C000084,AC0005084,4,Credit,Mastercard,Business,2025-07-28,2026-01-22,Blocked,1,Fraud Suspected
CD0005085,C000085,AC0000085,1,Debit,Mastercard,Business,2020-09-23,2026-07-13,Active,0,
CD0005086,C000086,AC0005086,1,Credit,Visa,Standard,2020-08-15,2029-05-09,Active,0,
CD0005087,C000087,AC0000087,4,Debit,Visa,Standard,2025-10-04,2027-04-12,Active,0,
CD0005088,C000088,AC0005088,3,Debit,Mastercard,Gold,2019-04-01,2026-10-12,Active,0,
CD0005089,C000089,AC0000089,6,Debit,Amex,Business,2024-11-30,2026-05-06,Active,0,
CD0005090,C000090,AC0005090,1,Debit,Visa,Standard,2022-04-16,2028-05-18,Blocked,1,Lost/Stolen
CD0005091,C000091,AC0000091,4,Debit,Mastercard,Platinum,2024-02-23,2029-09-05,Active,0,
CD0005092,C000092,AC0005092,5,Debit,Visa,Platinum,2019-04-05,2028-01-20,Active,0,
CD0005093,C000093,AC0000093,10,Credit,Mastercard,Standard,2020-04-23,2030-01-26,Active,0,
CD0005094,C000094,AC0005094,7,Debit,Mastercard,Standard,2022-02-20,2028-05-09,Active,0,
CD0005095,C000095,AC0000095,9,Debit,Visa,Standard,2021-09-03,2030-06-05,Blocked,1,Lost/Stolen
CD0005096,C000096,AC0005096,4,Debit,Mastercard,Business,2021-11-06,2027-04-13,Active,0,
CD0005097,C000097,AC0000097,5,Debit,Mastercard,Standard,2020-10-29,2027-10-06,Active,0,
CD0005098,C000098,AC0005098,5,Credit,Amex,Gold,2024-04-23,2030-06-02,Active,0,
CD0005099,C000099,AC0000099,9,Credit,Visa,Standard,2020-11-03,2030-05-11,Active,0,
CD0005100,C000100,AC0005100,10,Credit,Mastercard,Business,2022-07-11,2030-02-08,Active,0,
CD0005101,C000101,AC0000101,10,Debit,Visa,Business,2020-10-19,2030-10-21,Active,0,
CD0005102,C000102,AC0005102,8,Credit,Visa,Gold,2018-03-07,2029-07-27,Active,0,
CD0005103,C000103,AC0000103,6,Debit,Amex,Business,2019-07-31,2029-10-11,Expired,0,
CD0005104,C000104,AC0005104,6,Credit,Visa,Platinum,2019-09-06,2029-09-06,Active,0,
CD0005105,C000105,AC0000105,10,Debit,Mastercard,Platinum,2020-06-12,2029-12-16,Active,0,
CD0005106,C000106,AC0005106,3,Debit,Amex,Business,2025-10-19,2028-10-25,Blocked,1,Excessive Attempts
CD0005107,C000107,AC0000107,4,Credit,Amex,Platinum,2025-06-11,2027-10-03,Active,0,
CD0005108,C000108,AC0005108,9,Debit,Mastercard,Platinum,2019-04-26,2026-08-11,Active,0,
CD0005109,C000109,AC0000109,4,Debit,Visa,Business,2019-02-12,2028-03-02,Active,0,
CD0005110,C000110,AC0005110,3,Credit,Visa,Standard,2023-11-11,2026-04-11,Blocked,1,Security Block
CD0005111,C000111,AC0000111,6,Debit,Visa,Gold,2018-12-20,2027-03-19,Active,0,
CD0005112,C000112,AC0005112,4,Debit,Mastercard,Platinum,2024-07-10,2026-05-01,Expired,0,
CD0005113,C000113,AC0000113,9,Debit,Mastercard,Standard,2020-08-23,2029-04-03,Active,0,
CD0005114,C000114,AC0005114,10,Credit,Visa,Platinum,2021-08-22,2026-08-16,Active,0,
CD0005115,C000115,AC0000115,4,Credit,Mastercard,Platinum,2024-04-14,2027-03-14,Active,0,
CD0005116,C000116,AC0005116,6,Debit,Mastercard,Standard,2019-02-03,2029-07-20,Active,0,
CD0005117,C000117,AC0000117,10,Debit,Visa,Business,2018-01-12,2030-07-21,Active,0,
CD0005118,C000118,AC0005118,8,Debit,Amex,Gold,2019-01-12,2028-12-26,Active,0,
CD0005119,C000119,AC0000119,3,Debit,Visa,Standard,2025-05-09,2029-03-18,Active,0,
CD0005120,C000120,AC0005120,6,Debit,Visa,Gold,2021-01-21,2027-03-20,Active,0,
CD0005121,C000121,AC0000121,7,Debit,Mastercard,Gold,2021-05-31,2028-04-18,Active,0,
CD0005122,C000122,AC0005122,7,Credit,Visa,Gold,2019-08-31,2027-06-19,Active,0,
CD0005123,C000123,AC0000123,1,Debit,Visa,Platinum,2018-12-10,2026-12-25,Active,0,
CD0005124,C000124,AC0005124,3,Debit,Visa,Platinum,2019-10-25,2030-12-30,Active,0,
CD0005125,C000125,AC0000125,9,Debit,Visa,Platinum,2022-01-14,2029-11-07,Active,0,
CD0005126,C000126,AC0005126,3,Debit,Mastercard,Business,2019-05-01,2028-02-28,Blocked,1,Security Block
CD0005127,C000127,AC0000127,3,Credit,Mastercard,Gold,2023-02-06,2029-10-17,Active,0,
CD0005128,C000128,AC0005128,4,Debit,Visa,Platinum,2019-12-19,2030-06-03,Active,0,
CD0005129,C000129,AC0000129,2,Debit,Mastercard,Gold,2018-08-20,2026-12-25,Active,0,
CD0005130,C000130,AC0005130,2,Credit,Amex,Platinum,2019-04-30,2026-04-28,Active,0,
CD0005131,C000131,AC0000131,4,Debit,Mastercard,Platinum,2021-01-01,2027-07-29,Active,0,
CD0005132,C000132,AC0005132,9,Debit,Visa,Gold,2021-07-30,2030-05-27,Active,0,
CD0005133,C000133,AC0000133,1,Debit,Visa,Standard,2019-04-01,2026-10-21,Active,0,
CD0005134,C000134,AC0005134,3,Debit,Mastercard,Business,2021-08-14,2027-02-12,Active,0,
CD0005135,C000135,AC0000135,1,Debit,Mastercard,Business,2021-09-07,2026-05-16,Active,0,
CD0005136,C000136,AC0005136,6,Debit,Mastercard,Business,2024-02-11,2030-02-08,Active,0,
CD0005137,C000137,AC0000137,3,Debit,Mastercard,Standard,2023-11-16,2028-12-23,Active,0,
CD0005138,C000138,AC0005138,8,Credit,Visa,Standard,2018-01-20,2029-07-21,Blocked,1,Fraud Suspected
CD0005139,C000139,AC0000139,6,Debit,Mastercard,Standard,2019-02-07,2029-06-24,Active,0,
CD0005140,C000140,AC0005140,8,Debit,Mastercard,Standard,2023-05-28,2027-01-21,Active,0,
CD0005141,C000141,AC0000141,7,Credit,Mastercard,Standard,2022-09-12,2028-01-19,Active,0,
CD0005142,C000142,AC0005142,5,Credit,Mastercard,Standard,2018-05-25,2030-03-09,Active,0,
CD0005143,C000143,AC0000143,9,Credit,Visa,Gold,2020-09-11,2030-08-01,Active,0,
CD0005144,C000144,AC0005144,5,Debit,Mastercard,Platinum,2022-07-08,2029-10-11,Active,0,
CD0005145,C000145,AC0000145,10,Credit,Mastercard,Platinum,2024-11-25,2028-08-12,Active,0,
CD0005146,C000146,AC0005146,10,Debit,Mastercard,Business,2024-05-16,2027-10-13,Active,0,
CD0005147,C000147,AC0000147,6,Debit,Visa,Standard,2019-12-20,2028-04-04,Active,0,
CD0005148,C000148,AC0005148,7,Debit,Mastercard,Gold,2019-06-29,2027-12-12,Active,0,
CD0005149,C000149,AC0000149,3,Debit,Mastercard,Business,2023-06-30,2029-04-28,Active,0,
CD0005150,C000150,AC0005150,9,Debit,Amex,Standard,2018-11-11,2028-03-23,Blocked,1,Security Block
CD0005151,C000151,AC0000151,7,Credit,Amex,Business,2025-10-17,2027-01-21,Active,0,
CD0005152,C000152,AC0005152,10,Debit,Mastercard,Gold,2020-02-24,2026-12-20,Active,0,
CD0005153,C000153,AC0000153,3,Credit,Mastercard,Gold,2018-07-19,2026-10-16,Active,0,
CD0005154,C000154,AC0005154,8,Debit,Mastercard,Platinum,2018-01-25,2026-02-28,Active,0,
CD0005155,C000155,AC0000155,5,Debit,Mastercard,Standard,2020-11-05,2028-01-12,Active,0,
CD0005156,C000156,AC0005156,2,Debit,Mastercard,Platinum,2025-08-30,2027-09-24,Active,0,
CD0005157,C000157,AC0000157,2,Credit,Mastercard,Business,2024-03-07,2030-08-27,Active,0,
CD0005158,C000158,AC0005158,6,Debit,Mastercard,Business,2022-06-01,2027-02-21,Active,0,
CD0005159,C000159,AC0000159,4,Debit,Mastercard,Platinum,2022-12-30,2028-08-04,Active,0,
CD0005160,C000160,AC0005160,2,Credit,Visa,Gold,2019-02-03,2030-03-28,Active,0,
